Wins,PPG,OPPG,P6,3PT,TO,AST,ConfChamp,Seed,RPG,STL,NumApp,Home
1,-8.77000000000001,-11.21,0,-2.4399999999999995,-3.6499999999999986,-5.09,-1,0,-3.559999999999995,2.29,-5,0
