Wins,PPG,OPPG,P6,3PT,TO,AST,ConfChamp,Seed,RPG,STL,NumApp,Home,Team 1 Win?
-7.0,5.619999999999997,7.930000000000007,0.0,0.7800000000000002,-0.9700000000000006,0.7699999999999996,0.0,0.0,-0.379999999999999,-0.9199999999999999,-4.0,1.0,0.0
0.0,-5.439999999999998,-9.989999999999995,1.0,-0.620000000000001,0.75,2.369999999999999,0.0,0.0,4.260000000000002,0.3100000000000005,11.0,1.0,1.0
-6.0,-5.299999999999997,1.5799999999999983,1.0,-3.3600000000000003,1.6899999999999995,0.29999999999999893,0.0,0.0,-1.0199999999999996,1.5200000000000005,14.0,-1.0,0.0
3.0,6.160000000000011,1.9099999999999966,1.0,-0.3099999999999996,-0.5399999999999991,2.51,0.0,0.0,2.8299999999999983,1.6499999999999995,24.0,1.0,1.0
-15.0,-10.220000000000013,4.680000000000007,-1.0,2.1399999999999997,3.2300000000000004,-4.510000000000002,0.0,-6.0,-3.870000000000001,-0.6800000000000006,-4.0,1.0,0.0
10.0,-0.2799999999999869,-17.069999999999993,1.0,-1.4099999999999993,-0.47000000000000064,3.2799999999999994,0.0,4.0,5.510000000000002,2.5999999999999996,17.0,1.0,1.0
-14.0,-10.97999999999999,2.0200000000000102,-1.0,-2.3500000000000005,4.07,-4.48,-1.0,-2.0,-0.33999999999999986,0.16999999999999993,-19.0,1.0,0.0
17.0,9.789999999999992,-5.310000000000002,1.0,-1.2199999999999998,0.120000000000001,1.370000000000001,0.0,7.0,3.629999999999999,0.54,4.0,1.0,1.0
5.0,1.1599999999999966,3.1899999999999977,-1.0,1.1900000000000004,-1.7799999999999994,-0.3800000000000008,0.0,0.0,-2.3199999999999967,0.7500000000000009,-10.0,1.0,0.0
16.0,16.97,2.1200000000000045,0.0,2.51,-2.3900000000000006,0.9700000000000006,0.0,0.0,-0.07000000000000028,0.9500000000000002,-9.0,1.0,1.0
-15.0,-5.38000000000001,9.47999999999999,0.0,0.15999999999999925,0.3800000000000008,-2.6900000000000013,0.0,0.0,-4.459999999999997,-0.6900000000000004,3.0,1.0,0.0
3.0,6.200000000000003,4.159999999999997,0.0,-0.2599999999999998,1.4499999999999993,1.4600000000000009,0.0,0.0,-1.1300000000000026,2.869999999999999,1.0,1.0,1.0
-17.0,-18.119999999999997,1.1099999999999994,0.0,-1.3900000000000006,0.08999999999999986,-4.27,0.0,0.0,-5.270000000000003,-2.3599999999999994,-8.0,1.0,0.0
13.0,14.86,1.6400000000000006,-1.0,1.7199999999999998,2.26,2.210000000000001,0.0,0.0,4.509999999999998,2.2800000000000002,-13.0,-1.0,1.0
-17.0,-7.780000000000001,8.880000000000003,-1.0,0.6199999999999992,3.1999999999999993,-0.4599999999999991,0.0,-2.0,-0.490000000000002,-4.04,-29.0,1.0,0.0
7.0,0.75,3.280000000000001,0.0,-1.160000000000001,0.8399999999999999,-1.6899999999999995,1.0,15.0,-0.33999999999999986,-1.3200000000000003,0.0,-1.0,1.0
-5.0,-2.9099999999999966,1.1800000000000068,0.0,-0.46999999999999975,2.1899999999999995,1.2699999999999996,0.0,0.0,-0.8499999999999979,-0.7099999999999991,-7.0,1.0,0.0
16.0,4.61999999999999,-18.049999999999997,1.0,2.8099999999999996,-4.449999999999999,0.7999999999999989,0.0,0.0,6.170000000000002,-1.1899999999999995,11.0,1.0,1.0
-3.0,-2.1300000000000097,-0.6900000000000119,0.0,-2.66,1.8699999999999992,-1.2799999999999994,0.0,-10.0,3.4399999999999977,1.29,-13.0,1.0,0.0
16.0,4.890000000000001,-8.570000000000007,0.0,-0.5300000000000002,-0.3600000000000012,0.8000000000000007,1.0,12.0,1.620000000000001,1.42,9.0,1.0,1.0
-8.0,-2.5999999999999943,2.6099999999999994,0.0,-0.6899999999999995,3.75,0.11999999999999922,-1.0,-15.0,3.8000000000000043,1.6000000000000005,-8.0,1.0,0.0
2.0,0.15000000000000568,-4.740000000000009,1.0,1.5599999999999996,-2.5199999999999996,-0.8200000000000003,0.0,0.0,-3.289999999999999,-1.13,20.0,1.0,1.0
-11.0,3.269999999999996,7.6299999999999955,-1.0,0.040000000000000036,7.190000000000001,-2.8900000000000006,0.0,-4.0,2.030000000000001,0.28000000000000025,-16.0,1.0,0.0
14.0,11.139999999999993,-6.059999999999988,1.0,2.9000000000000004,-5.68,3.7300000000000004,0.0,0.0,-0.5899999999999999,-1.2700000000000005,8.0,1.0,1.0
-2.0,-4.460000000000008,-3.3100000000000023,0.0,0.40000000000000036,4.08,-2.5500000000000007,0.0,0.0,-0.07000000000000028,0.23999999999999932,4.0,-1.0,0.0
-3.0,-8.240000000000002,-7.909999999999997,0.0,-1.8499999999999996,-1.870000000000001,-2.210000000000001,0.0,0.0,-0.41000000000000014,1.5700000000000003,-23.0,-1.0,1.0
-7.0,-12.409999999999997,-7.1200000000000045,-1.0,-3.920000000000001,-0.7800000000000011,-4.35,0.0,0.0,-0.7600000000000016,-0.6600000000000001,-12.0,1.0,0.0
0.0,2.8999999999999915,2.4399999999999977,1.0,0.14000000000000057,1.1800000000000015,1.0500000000000007,0.0,0.0,3.4700000000000024,0.8799999999999999,5.0,1.0,1.0
-3.0,-2.990000000000009,1.5400000000000063,-1.0,-4.630000000000001,-0.20000000000000107,-2.129999999999999,0.0,0.0,-2.5900000000000034,1.4299999999999997,-1.0,1.0,0.0
7.0,12.519999999999996,3.0900000000000034,1.0,0.5799999999999992,-0.9300000000000015,0.870000000000001,0.0,9.0,1.6999999999999993,1.2599999999999998,12.0,1.0,1.0
-9.0,0.7999999999999972,13.900000000000006,0.0,1.71,1.0899999999999999,-1.2100000000000009,0.0,0.0,-2.1900000000000013,0.0600000000000005,-12.0,1.0,0.0
7.0,-2.990000000000009,-10.670000000000002,1.0,-0.3899999999999988,-3.1799999999999997,-0.1399999999999988,0.0,0.0,-0.4499999999999993,1.6899999999999995,24.0,1.0,1.0
-14.0,-11.560000000000002,1.269999999999996,-1.0,-1.0799999999999992,3.3499999999999996,-5.520000000000001,0.0,-3.0,-3.9399999999999977,2.1399999999999997,-25.0,1.0,0.0
13.0,11.490000000000009,0.0,0.0,-0.41999999999999993,-0.9000000000000004,0.8800000000000008,0.0,0.0,1.2699999999999996,1.3999999999999995,-1.0,-1.0,1.0
8.0,5.560000000000002,-4.299999999999997,0.0,-0.8699999999999992,-0.7400000000000002,4.32,0.0,0.0,1.0799999999999983,2.880000000000001,3.0,1.0,0.0
4.0,5.340000000000003,2.1099999999999994,0.0,1.0999999999999996,0.9900000000000002,3.0200000000000014,0.0,0.0,5.440000000000005,3.579999999999999,-11.0,1.0,1.0
-4.0,-2.6899999999999977,-3.259999999999991,0.0,-1.9399999999999995,-1.7799999999999994,-1.5099999999999998,0.0,0.0,-2.1299999999999955,-1.2299999999999995,1.0,1.0,0.0
-2.0,-2.469999999999999,-5.039999999999992,1.0,-2.6000000000000005,-2.5600000000000005,0.6000000000000014,0.0,0.0,5.470000000000002,-1.5599999999999996,18.0,1.0,1.0
-6.0,-8.5,-3.1400000000000006,-1.0,-1.6900000000000004,-0.07000000000000028,-3.379999999999999,0.0,-11.0,-2.5800000000000054,-1.7700000000000005,-12.0,1.0,0.0
11.0,-2.8100000000000023,-13.669999999999995,1.0,-1.12,-4.76,2.119999999999999,1.0,1.0,1.5500000000000043,-1.6600000000000001,25.0,1.0,1.0
-13.0,-10.07,3.219999999999999,0.0,0.22999999999999954,2.1099999999999994,-1.4900000000000002,0.0,0.0,-5.449999999999999,-1.67,1.0,-1.0,0.0
5.0,-0.2599999999999909,-1.7099999999999937,0.0,1.3599999999999994,0.8200000000000003,2.130000000000001,0.0,0.0,3.269999999999996,-2.37,-1.0,1.0,1.0
-7.0,7.759999999999991,12.079999999999998,-1.0,-0.9500000000000002,2.6999999999999993,2.6400000000000006,0.0,0.0,0.0799999999999983,2.26,0.0,1.0,0.0
-1.0,-8.970000000000013,-5.929999999999993,0.0,0.29000000000000004,-2.0999999999999996,-1.5899999999999999,0.0,0.0,-3.7699999999999996,-0.7400000000000002,7.0,-1.0,1.0
-23.0,-8.679999999999993,14.209999999999994,0.0,-3.0700000000000003,5.219999999999999,-2.25,-1.0,-12.0,-4.909999999999997,0.5,-2.0,1.0,0.0
12.0,10.079999999999998,-7.72999999999999,0.0,0.54,2.1900000000000013,1.6300000000000008,0.0,0.0,3.280000000000001,3.91,-4.0,1.0,1.0
-4.0,-4.579999999999998,-1.2000000000000028,-1.0,-1.71,0.41000000000000014,-3.5,0.0,0.0,1.0800000000000018,-1.0899999999999999,-18.0,1.0,0.0
-4.0,-1.4699999999999989,0.7600000000000051,0.0,1.29,-2.0700000000000003,-2.799999999999999,0.0,0.0,3.1700000000000017,-1.5300000000000002,-1.0,1.0,1.0
-7.0,-18.460000000000008,-8.08999999999999,0.0,-3.3900000000000006,2.42,-4.52,0.0,0.0,-1.0199999999999996,1.3200000000000003,2.0,1.0,0.0
-5.0,-1.2099999999999937,5.570000000000007,0.0,-0.20000000000000018,0.6600000000000001,-0.4499999999999993,0.0,-10.0,-3.6499999999999986,0.13999999999999968,-2.0,-1.0,1.0
7.0,-6.1200000000000045,-11.91000000000001,0.0,1.2800000000000002,-0.030000000000001137,0.2400000000000002,0.0,0.0,1.2199999999999989,0.4400000000000004,0.0,1.0,0.0
9.0,6.359999999999999,-9.280000000000001,1.0,1.7800000000000002,-0.4900000000000002,0.1899999999999995,0.0,0.0,1.5,-0.16000000000000014,10.0,1.0,1.0
7.0,6.769999999999996,-1.8500000000000085,0.0,-0.41999999999999993,0.25,1.8100000000000005,0.0,0.0,2.849999999999998,0.7199999999999998,1.0,1.0,0.0
7.0,4.52000000000001,-4.140000000000001,0.0,0.6799999999999997,-1.3499999999999996,2.780000000000001,0.0,0.0,-2.5500000000000007,-0.1900000000000004,0.0,1.0,1.0
-8.0,0.4399999999999977,6.210000000000008,1.0,-1.0199999999999996,2.9799999999999986,-3.66,0.0,0.0,4.139999999999997,-0.5699999999999994,26.0,-1.0,0.0
-1.0,-5.459999999999994,-1.7399999999999949,0.0,0.25,-5.34,-1.1999999999999993,0.0,0.0,-0.28999999999999915,-1.6700000000000008,-2.0,1.0,1.0
-12.0,2.230000000000004,8.5,-1.0,0.6500000000000004,-1.17,-1.2699999999999996,0.0,-11.0,-3.9700000000000024,-2.1399999999999997,-6.0,1.0,0.0
0.0,4.969999999999999,1.0999999999999943,0.0,4.09,-0.7200000000000006,2.380000000000001,0.0,0.0,1.1300000000000026,-0.8200000000000003,20.0,1.0,1.0
-6.0,-4.269999999999996,-4.079999999999998,0.0,-0.8700000000000001,1.4000000000000004,-0.7999999999999989,0.0,0.0,1.5199999999999996,-0.28000000000000025,0.0,1.0,0.0
11.0,8.590000000000003,-0.09000000000000341,0.0,0.21000000000000085,-2.870000000000001,4.49,1.0,15.0,-1.610000000000003,-0.34000000000000075,5.0,-1.0,1.0
-10.0,-6.030000000000001,6.6499999999999915,-1.0,0.02999999999999936,-0.0,-4.59,0.0,-6.0,-4.599999999999998,-1.0099999999999998,-16.0,1.0,0.0
4.0,-0.39000000000000057,-3.739999999999995,0.0,2.08,0.9199999999999999,-2.9400000000000013,0.0,0.0,-0.6600000000000001,-2.25,2.0,-1.0,1.0
-12.0,-7.760000000000005,8.149999999999991,-1.0,1.2000000000000002,0.7900000000000009,-4.390000000000001,0.0,-4.0,-4.640000000000001,1.21,-27.0,1.0,0.0
