Wins,PPG,OPPG,P6,3PT,TO,AST,ConfChamp,Seed,RPG,STL,NumApp,Home
-2,12.590000000000003,13.589999999999996,-1,1.5699999999999994,0.7199999999999989,2.129999999999999,0,1,0.7800000000000011,-1.1600000000000001,-4,0
2,-3.510000000000005,2.9099999999999966,0,-2.0300000000000002,-0.2699999999999996,-0.8299999999999983,0,-3,-2.6999999999999957,2.2399999999999993,14,0
-1,3.5600000000000023,6.650000000000006,0,0.40999999999999925,1.3200000000000003,3.3500000000000014,-1,1,3.0500000000000007,-1.5300000000000002,-2,0
6,-4.3799999999999955,-15.620000000000005,-1,0.16999999999999993,-1.5,-0.11999999999999922,0,-4,4.210000000000004,0.9800000000000004,-2,0
-6,-5.52000000000001,-1.25,0,1.0999999999999996,-1.1499999999999986,-4.68,-1,1,-5.899999999999999,0.54,-22,0
-1,1.8500000000000085,1.1400000000000006,1,0.08999999999999986,1.8900000000000006,1.6900000000000013,0,-11,3.5800000000000054,-1.3000000000000007,13,0
1,2.719999999999999,1.7800000000000011,0,0.6500000000000004,1.9100000000000001,3.3100000000000005,0,-7,0.06999999999999318,0.6600000000000001,1,0
3,0.5600000000000023,-1.1999999999999957,0,0.03000000000000025,-1.1199999999999992,0.7899999999999991,0,-4,0.5300000000000011,-0.9199999999999999,-7,0
